time_bin,label,source
2020-04-04 11:05:00,1.0,mis/imp
2020-04-04 11:20:00,0.0,obs
2020-04-04 11:35:00,,mis/imp
2020-04-04 11:50:00,0.0,mis/imp
2020-04-04 12:05:00,0.0,obs
2020-04-04 12:20:00,0.0,mis/imp
2020-04-04 12:35:00,0.0,mis/imp
2020-04-04 12:50:00,1.0,mis/imp
2020-04-04 13:05:00,0.5,obs
2020-04-04 13:20:00,1.0,mis/imp
2020-04-04 13:35:00,1.0,mis/imp
2020-04-04 13:50:00,1.0,mis/imp
2020-04-04 14:05:00,1.0,obs
2020-04-04 14:20:00,1.0,mis/imp
2020-04-04 14:35:00,1.0,mis/imp
2020-04-04 14:50:00,1.0,obs
2020-04-04 15:05:00,1.0,mis/imp
2020-04-04 15:20:00,1.0,mis/imp
2020-04-04 15:35:00,,mis/imp
2020-04-04 15:50:00,1.0,mis/imp
2020-04-04 16:05:00,1.0,obs
2020-04-04 16:20:00,0.5,obs
2020-04-04 16:35:00,0.6666666666666666,mis/imp
2020-04-04 16:50:00,0.5,mis/imp
2020-04-04 17:05:00,0.0,obs
2020-04-04 17:20:00,0.0,obs
2020-04-04 17:35:00,0.6666666666666666,mis/imp
2020-04-04 17:50:00,1.0,obs
2020-04-04 18:05:00,1.0,mis/imp
2020-04-04 18:20:00,1.0,mis/imp
2020-04-04 18:35:00,,mis/imp
2020-04-04 18:50:00,1.0,mis/imp
2020-04-04 19:05:00,1.0,obs
2020-04-04 19:20:00,0.6666666666666666,mis/imp
2020-04-04 19:35:00,0.0,obs
2020-04-04 19:50:00,0.0,mis/imp
2020-04-04 20:05:00,0.0,mis/imp
2020-04-04 20:20:00,,mis/imp
2020-04-04 20:35:00,,mis/imp
2020-04-04 20:50:00,,mis/imp
2020-04-05 07:05:00,,mis/imp
2020-04-05 07:20:00,,mis/imp
2020-04-05 07:35:00,,mis/imp
2020-04-05 07:50:00,,mis/imp
2020-04-05 08:05:00,,mis/imp
2020-04-05 08:20:00,,mis/imp
2020-04-05 08:35:00,,mis/imp
2020-04-05 08:50:00,0.0,mis/imp
2020-04-05 09:05:00,0.0,obs
2020-04-05 09:20:00,0.0,mis/imp
2020-04-05 09:35:00,0.0,mis/imp
2020-04-05 09:50:00,,mis/imp
2020-04-05 10:05:00,0.0,obs
2020-04-05 10:20:00,,mis/imp
2020-04-05 10:35:00,,mis/imp
2020-04-05 10:50:00,1.0,mis/imp
2020-04-05 11:05:00,0.5,obs
2020-04-05 11:20:00,1.0,mis/imp
2020-04-05 11:35:00,1.0,mis/imp
2020-04-05 11:50:00,,mis/imp
2020-04-05 12:05:00,,mis/imp
2020-04-05 12:20:00,,mis/imp
2020-04-05 12:35:00,,mis/imp
2020-04-05 12:50:00,1.0,mis/imp
2020-04-05 13:05:00,0.5,obs
2020-04-05 13:20:00,1.0,mis/imp
2020-04-05 13:35:00,1.0,mis/imp
2020-04-05 13:50:00,0.0,obs
2020-04-05 14:05:00,0.0,obs
2020-04-05 14:20:00,,mis/imp
2020-04-05 14:35:00,1.0,mis/imp
2020-04-05 14:50:00,1.0,obs
2020-04-05 15:05:00,1.0,obs
2020-04-05 15:20:00,1.0,mis/imp
2020-04-05 15:35:00,1.0,mis/imp
2020-04-05 15:50:00,1.0,obs
2020-04-05 16:05:00,1.0,mis/imp
2020-04-05 16:20:00,1.0,mis/imp
2020-04-05 16:35:00,0.3333333333333333,mis/imp
2020-04-05 16:50:00,0.3333333333333333,obs
2020-04-05 17:05:00,0.3333333333333333,mis/imp
2020-04-05 17:20:00,0.3333333333333333,mis/imp
2020-04-05 17:35:00,0.0,mis/imp
2020-04-05 17:50:00,0.0,obs
2020-04-05 18:05:00,0.5,obs
2020-04-05 18:20:00,0.8,mis/imp
2020-04-05 18:35:00,1.0,mis/imp
2020-04-05 18:50:00,,mis/imp
2020-04-05 19:05:00,,mis/imp
2020-04-05 19:20:00,0.0,mis/imp
2020-04-05 19:35:00,0.0,obs
2020-04-05 19:50:00,0.0,obs
2020-04-05 20:05:00,0.0,mis/imp
2020-04-05 20:20:00,0.0,mis/imp
2020-04-05 20:35:00,,mis/imp
2020-04-05 20:50:00,,mis/imp
2020-04-06 07:05:00,,mis/imp
2020-04-06 07:20:00,,mis/imp
2020-04-06 07:35:00,,mis/imp
2020-04-06 07:50:00,0.0,mis/imp
2020-04-06 08:05:00,0.0,obs
2020-04-06 08:20:00,0.0,mis/imp
2020-04-06 08:35:00,0.0,mis/imp
2020-04-06 08:50:00,,mis/imp
2020-04-06 09:05:00,0.0,obs
2020-04-06 09:20:00,,mis/imp
2020-04-06 09:35:00,,mis/imp
2020-04-06 09:50:00,,mis/imp
2020-04-06 10:05:00,,mis/imp
2020-04-06 10:20:00,,mis/imp
2020-04-06 10:35:00,0.0,obs
2020-04-06 10:50:00,0.0,obs
2020-04-06 11:05:00,0.0,mis/imp
2020-04-06 11:20:00,0.0,mis/imp
2020-04-06 11:35:00,,mis/imp
2020-04-06 11:50:00,,mis/imp
2020-04-06 12:05:00,0.0,obs
2020-04-06 12:20:00,,mis/imp
2020-04-06 12:35:00,1.0,mis/imp
2020-04-06 12:50:00,0.5,obs
2020-04-06 13:05:00,1.0,mis/imp
2020-04-06 13:20:00,1.0,obs
2020-04-06 13:35:00,1.0,mis/imp
2020-04-06 13:50:00,0.5,obs
2020-04-06 14:05:00,1.0,mis/imp
2020-04-06 14:20:00,1.0,obs
2020-04-06 14:35:00,1.0,mis/imp
2020-04-06 14:50:00,1.0,mis/imp
2020-04-06 15:05:00,1.0,obs
2020-04-06 15:20:00,1.0,mis/imp
2020-04-06 15:35:00,1.0,mis/imp
2020-04-06 15:50:00,1.0,mis/imp
2020-04-06 16:05:00,1.0,obs
2020-04-06 16:20:00,1.0,mis/imp
2020-04-06 16:35:00,1.0,obs
2020-04-06 16:50:00,0.75,mis/imp
2020-04-06 17:05:00,0.3333333333333333,obs
2020-04-06 17:20:00,0.6666666666666666,mis/imp
2020-04-06 17:35:00,0.7777777777777778,mis/imp
2020-04-06 17:50:00,1.0,obs
2020-04-06 18:05:00,1.0,mis/imp
2020-04-06 18:20:00,1.0,mis/imp
2020-04-06 18:35:00,,mis/imp
2020-04-06 18:50:00,0.0,mis/imp
2020-04-06 19:05:00,0.0,obs
2020-04-06 19:20:00,0.0,mis/imp
2020-04-06 19:35:00,0.0,obs
2020-04-06 19:50:00,0.0,mis/imp
2020-04-06 20:05:00,0.0,mis/imp
2020-04-06 20:20:00,,mis/imp
2020-04-06 20:35:00,,mis/imp
2020-04-06 20:50:00,,mis/imp
2020-04-07 07:05:00,,mis/imp
2020-04-07 07:20:00,,mis/imp
2020-04-07 07:35:00,,mis/imp
2020-04-07 07:50:00,0.0,mis/imp
2020-04-07 08:05:00,0.0,obs
2020-04-07 08:20:00,1.0,obs
2020-04-07 08:35:00,0.5,mis/imp
2020-04-07 08:50:00,1.0,mis/imp
2020-04-07 09:05:00,0.0,mis/imp
2020-04-07 09:20:00,0.0,obs
2020-04-07 09:35:00,0.0,mis/imp
2020-04-07 09:50:00,0.0,mis/imp
2020-04-07 10:05:00,,mis/imp
2020-04-07 10:20:00,0.0,obs
2020-04-07 10:35:00,,mis/imp
2020-04-07 10:50:00,,mis/imp
2020-04-07 11:05:00,0.0,mis/imp
2020-04-07 11:20:00,0.0,obs
2020-04-07 11:35:00,0.0,mis/imp
2020-04-07 11:50:00,0.0,mis/imp
2020-04-07 12:05:00,0.0,obs
2020-04-07 12:20:00,0.0,mis/imp
2020-04-07 12:35:00,0.6666666666666666,mis/imp
2020-04-07 12:50:00,0.5,obs
2020-04-07 13:05:00,1.0,mis/imp
2020-04-07 13:20:00,1.0,mis/imp
2020-04-07 13:35:00,,mis/imp
2020-04-07 13:50:00,1.0,mis/imp
2020-04-07 14:05:00,1.0,obs
2020-04-07 14:20:00,1.0,mis/imp
2020-04-07 14:35:00,1.0,mis/imp
2020-04-07 14:50:00,0.0,mis/imp
2020-04-07 15:05:00,0.0,obs
2020-04-07 15:20:00,0.0,mis/imp
2020-04-07 15:35:00,0.0,mis/imp
2020-04-07 15:50:00,1.0,mis/imp
2020-04-07 16:05:00,0.5,obs
2020-04-07 16:20:00,1.0,mis/imp
2020-04-07 16:35:00,1.0,mis/imp
2020-04-07 16:50:00,,mis/imp
2020-04-07 17:05:00,0.0,obs
2020-04-07 17:20:00,,mis/imp
2020-04-07 17:35:00,,mis/imp
2020-04-07 17:50:00,,mis/imp
2020-04-07 18:05:00,1.0,mis/imp
2020-04-07 18:20:00,0.6666666666666666,obs
2020-04-07 18:35:00,1.0,mis/imp
2020-04-07 18:50:00,1.0,mis/imp
2020-04-07 19:05:00,,mis/imp
2020-04-07 19:20:00,,mis/imp
2020-04-07 19:35:00,,mis/imp
2020-04-07 19:50:00,,mis/imp
2020-04-07 20:05:00,,mis/imp
2020-04-07 20:20:00,,mis/imp
2020-04-07 20:35:00,,mis/imp
2020-04-07 20:50:00,,mis/imp
2020-04-08 07:05:00,,mis/imp
2020-04-08 07:20:00,,mis/imp
2020-04-08 07:35:00,,mis/imp
2020-04-08 07:50:00,,mis/imp
2020-04-08 08:05:00,,mis/imp
2020-04-08 08:20:00,,mis/imp
2020-04-08 08:35:00,,mis/imp
2020-04-08 08:50:00,,mis/imp
2020-04-08 09:05:00,,mis/imp
2020-04-08 09:20:00,,mis/imp
2020-04-08 09:35:00,,mis/imp
2020-04-08 09:50:00,,mis/imp
2020-04-08 10:05:00,,mis/imp
2020-04-08 10:20:00,,mis/imp
2020-04-08 10:35:00,,mis/imp
2020-04-08 10:50:00,,mis/imp
2020-04-08 11:05:00,,mis/imp
2020-04-08 11:20:00,,mis/imp
2020-04-08 11:35:00,,mis/imp
2020-04-08 11:50:00,,mis/imp
2020-04-08 12:05:00,,mis/imp
2020-04-08 12:20:00,,mis/imp
2020-04-08 12:35:00,,mis/imp
2020-04-08 12:50:00,,mis/imp
2020-04-08 13:05:00,,mis/imp
2020-04-08 13:20:00,,mis/imp
2020-04-08 13:35:00,,mis/imp
2020-04-08 13:50:00,,mis/imp
2020-04-08 14:05:00,,mis/imp
2020-04-08 14:20:00,,mis/imp
2020-04-08 14:35:00,,mis/imp
2020-04-08 14:50:00,,mis/imp
2020-04-08 15:05:00,,mis/imp
2020-04-08 15:20:00,,mis/imp
2020-04-08 15:35:00,,mis/imp
2020-04-08 15:50:00,,mis/imp
2020-04-08 16:05:00,,mis/imp
2020-04-08 16:20:00,,mis/imp
2020-04-08 16:35:00,,mis/imp
2020-04-08 16:50:00,,mis/imp
2020-04-08 17:05:00,,mis/imp
2020-04-08 17:20:00,,mis/imp
2020-04-08 17:35:00,,mis/imp
2020-04-08 17:50:00,1.0,mis/imp
2020-04-08 18:05:00,1.0,obs
2020-04-08 18:20:00,1.0,obs
2020-04-08 18:35:00,1.0,mis/imp
2020-04-08 18:50:00,1.0,mis/imp
2020-04-08 19:05:00,1.0,mis/imp
2020-04-08 19:20:00,1.0,obs
2020-04-08 19:35:00,1.0,mis/imp
2020-04-08 19:50:00,1.0,mis/imp
2020-04-08 20:05:00,,mis/imp
2020-04-08 20:20:00,,mis/imp
2020-04-08 20:35:00,,mis/imp
2020-04-08 20:50:00,,mis/imp
2020-04-09 07:05:00,,mis/imp
2020-04-09 07:20:00,,mis/imp
2020-04-09 07:35:00,,mis/imp
2020-04-09 07:50:00,,mis/imp
2020-04-09 08:05:00,,mis/imp
2020-04-09 08:20:00,,mis/imp
2020-04-09 08:35:00,,mis/imp
2020-04-09 08:50:00,,mis/imp
2020-04-09 09:05:00,,mis/imp
2020-04-09 09:20:00,,mis/imp
2020-04-09 09:35:00,,mis/imp
2020-04-09 09:50:00,,mis/imp
2020-04-09 10:05:00,,mis/imp
2020-04-09 10:20:00,,mis/imp
2020-04-09 10:35:00,,mis/imp
2020-04-09 10:50:00,,mis/imp
2020-04-09 11:05:00,,mis/imp
2020-04-09 11:20:00,,mis/imp
2020-04-09 11:35:00,,mis/imp
2020-04-09 11:50:00,0.0,mis/imp
2020-04-09 12:05:00,0.0,obs
2020-04-09 12:20:00,0.0,mis/imp
2020-04-09 12:35:00,0.0,mis/imp
2020-04-09 12:50:00,,mis/imp
2020-04-09 13:05:00,,mis/imp
2020-04-09 13:20:00,,mis/imp
2020-04-09 13:35:00,,mis/imp
2020-04-09 13:50:00,,mis/imp
2020-04-09 14:05:00,,mis/imp
2020-04-09 14:20:00,,mis/imp
2020-04-09 14:35:00,,mis/imp
2020-04-09 14:50:00,,mis/imp
2020-04-09 15:05:00,,mis/imp
2020-04-09 15:20:00,,mis/imp
2020-04-09 15:35:00,,mis/imp
2020-04-09 15:50:00,,mis/imp
2020-04-09 16:05:00,,mis/imp
2020-04-09 16:20:00,,mis/imp
2020-04-09 16:35:00,,mis/imp
2020-04-09 16:50:00,,mis/imp
2020-04-09 17:05:00,,mis/imp
2020-04-09 17:20:00,,mis/imp
2020-04-09 17:35:00,,mis/imp
2020-04-09 17:50:00,,mis/imp
2020-04-09 18:05:00,1.0,mis/imp
2020-04-09 18:20:00,1.0,obs
2020-04-09 18:35:00,1.0,mis/imp
2020-04-09 18:50:00,1.0,mis/imp
2020-04-09 19:05:00,,mis/imp
2020-04-09 19:20:00,,mis/imp
2020-04-09 19:35:00,,mis/imp
2020-04-09 19:50:00,,mis/imp
2020-04-09 20:05:00,,mis/imp
2020-04-09 20:20:00,,mis/imp
2020-04-09 20:35:00,,mis/imp
2020-04-09 20:50:00,,mis/imp
2020-04-10 07:05:00,,mis/imp
2020-04-10 07:20:00,,mis/imp
2020-04-10 07:35:00,,mis/imp
2020-04-10 07:50:00,,mis/imp
2020-04-10 08:05:00,,mis/imp
2020-04-10 08:20:00,,mis/imp
2020-04-10 08:35:00,,mis/imp
2020-04-10 08:50:00,,mis/imp
2020-04-10 09:05:00,,mis/imp
2020-04-10 09:20:00,,mis/imp
2020-04-10 09:35:00,,mis/imp
2020-04-10 09:50:00,,mis/imp
2020-04-10 10:05:00,,mis/imp
2020-04-10 10:20:00,,mis/imp
2020-04-10 10:35:00,,mis/imp
2020-04-10 10:50:00,,mis/imp
2020-04-10 11:05:00,,mis/imp
2020-04-10 11:20:00,,mis/imp
2020-04-10 11:35:00,,mis/imp
2020-04-10 11:50:00,,mis/imp
2020-04-10 12:05:00,,mis/imp
2020-04-10 12:20:00,,mis/imp
2020-04-10 12:35:00,,mis/imp
2020-04-10 12:50:00,,mis/imp
2020-04-10 13:05:00,,mis/imp
2020-04-10 13:20:00,,mis/imp
2020-04-10 13:35:00,0.0,mis/imp
2020-04-10 13:50:00,0.0,obs
2020-04-10 14:05:00,0.0,mis/imp
2020-04-10 14:20:00,0.0,mis/imp
2020-04-10 14:35:00,,mis/imp
2020-04-10 14:50:00,,mis/imp
2020-04-10 15:05:00,,mis/imp
2020-04-10 15:20:00,,mis/imp
2020-04-10 15:35:00,,mis/imp
2020-04-10 15:50:00,,mis/imp
2020-04-10 16:05:00,,mis/imp
2020-04-10 16:20:00,,mis/imp
2020-04-10 16:35:00,,mis/imp
2020-04-10 16:50:00,,mis/imp
2020-04-10 17:05:00,,mis/imp
2020-04-10 17:20:00,,mis/imp
2020-04-10 17:35:00,,mis/imp
2020-04-10 17:50:00,,mis/imp
2020-04-10 18:05:00,,mis/imp
2020-04-10 18:20:00,,mis/imp
2020-04-10 18:35:00,,mis/imp
2020-04-10 18:50:00,,mis/imp
2020-04-10 19:05:00,,mis/imp
2020-04-10 19:20:00,,mis/imp
2020-04-10 19:35:00,,mis/imp
2020-04-10 19:50:00,,mis/imp
2020-04-10 20:05:00,,mis/imp
2020-04-10 20:20:00,,mis/imp
2020-04-10 20:35:00,,mis/imp
2020-04-10 20:50:00,,mis/imp
2020-04-11 07:05:00,,mis/imp
2020-04-11 07:20:00,,mis/imp
2020-04-11 07:35:00,,mis/imp
2020-04-11 07:50:00,,mis/imp
2020-04-11 08:05:00,,mis/imp
2020-04-11 08:20:00,,mis/imp
2020-04-11 08:35:00,,mis/imp
2020-04-11 08:50:00,,mis/imp
2020-04-11 09:05:00,,mis/imp
2020-04-11 09:20:00,,mis/imp
2020-04-11 09:35:00,,mis/imp
2020-04-11 09:50:00,,mis/imp
2020-04-11 10:05:00,,mis/imp
2020-04-11 10:20:00,,mis/imp
2020-04-11 10:35:00,,mis/imp
2020-04-11 10:50:00,,mis/imp
2020-04-11 11:05:00,,mis/imp
2020-04-11 11:20:00,,mis/imp
2020-04-11 11:35:00,,mis/imp
2020-04-11 11:50:00,,mis/imp
2020-04-11 12:05:00,,mis/imp
2020-04-11 12:20:00,,mis/imp
2020-04-11 12:35:00,,mis/imp
2020-04-11 12:50:00,,mis/imp
2020-04-11 13:05:00,,mis/imp
2020-04-11 13:20:00,,mis/imp
2020-04-11 13:35:00,,mis/imp
2020-04-11 13:50:00,,mis/imp
2020-04-11 14:05:00,,mis/imp
2020-04-11 14:20:00,,mis/imp
2020-04-11 14:35:00,,mis/imp
2020-04-11 14:50:00,,mis/imp
2020-04-11 15:05:00,,mis/imp
2020-04-11 15:20:00,,mis/imp
2020-04-11 15:35:00,,mis/imp
2020-04-11 15:50:00,,mis/imp
2020-04-11 16:05:00,1.0,mis/imp
2020-04-11 16:20:00,1.0,obs
2020-04-11 16:35:00,1.0,mis/imp
2020-04-11 16:50:00,1.0,mis/imp
2020-04-11 17:05:00,,mis/imp
2020-04-11 17:20:00,,mis/imp
2020-04-11 17:35:00,,mis/imp
2020-04-11 17:50:00,,mis/imp
2020-04-11 18:05:00,,mis/imp
2020-04-11 18:20:00,,mis/imp
2020-04-11 18:35:00,,mis/imp
2020-04-11 18:50:00,,mis/imp
2020-04-11 19:05:00,,mis/imp
2020-04-11 19:20:00,,mis/imp
2020-04-11 19:35:00,0.0,mis/imp
2020-04-11 19:50:00,0.0,obs
2020-04-11 20:05:00,0.0,mis/imp
2020-04-11 20:20:00,0.0,mis/imp
2020-04-11 20:35:00,,mis/imp
2020-04-11 20:50:00,,mis/imp
2020-04-12 07:05:00,,mis/imp
2020-04-12 07:20:00,,mis/imp
2020-04-12 07:35:00,,mis/imp
2020-04-12 07:50:00,,mis/imp
2020-04-12 08:05:00,,mis/imp
2020-04-12 08:20:00,,mis/imp
2020-04-12 08:35:00,,mis/imp
2020-04-12 08:50:00,,mis/imp
2020-04-12 09:05:00,,mis/imp
2020-04-12 09:20:00,,mis/imp
2020-04-12 09:35:00,,mis/imp
2020-04-12 09:50:00,,mis/imp
2020-04-12 10:05:00,,mis/imp
2020-04-12 10:20:00,,mis/imp
2020-04-12 10:35:00,0.0,mis/imp
2020-04-12 10:50:00,0.0,obs
2020-04-12 11:05:00,0.0,mis/imp
2020-04-12 11:20:00,0.0,mis/imp
2020-04-12 11:35:00,,mis/imp
2020-04-12 11:50:00,,mis/imp
2020-04-12 12:05:00,,mis/imp
2020-04-12 12:20:00,,mis/imp
2020-04-12 12:35:00,,mis/imp
2020-04-12 12:50:00,,mis/imp
2020-04-12 13:05:00,,mis/imp
2020-04-12 13:20:00,,mis/imp
2020-04-12 13:35:00,,mis/imp
2020-04-12 13:50:00,,mis/imp
2020-04-12 14:05:00,,mis/imp
2020-04-12 14:20:00,,mis/imp
2020-04-12 14:35:00,,mis/imp
2020-04-12 14:50:00,,mis/imp
2020-04-12 15:05:00,,mis/imp
2020-04-12 15:20:00,,mis/imp
2020-04-12 15:35:00,,mis/imp
2020-04-12 15:50:00,,mis/imp
2020-04-12 16:05:00,,mis/imp
2020-04-12 16:20:00,,mis/imp
2020-04-12 16:35:00,,mis/imp
2020-04-12 16:50:00,,mis/imp
2020-04-12 17:05:00,,mis/imp
2020-04-12 17:20:00,,mis/imp
2020-04-12 17:35:00,,mis/imp
2020-04-12 17:50:00,,mis/imp
2020-04-12 18:05:00,,mis/imp
2020-04-12 18:20:00,,mis/imp
2020-04-12 18:35:00,,mis/imp
2020-04-12 18:50:00,,mis/imp
2020-04-12 19:05:00,,mis/imp
2020-04-12 19:20:00,,mis/imp
2020-04-12 19:35:00,,mis/imp
2020-04-12 19:50:00,,mis/imp
2020-04-12 20:05:00,,mis/imp
2020-04-12 20:20:00,,mis/imp
2020-04-12 20:35:00,,mis/imp
2020-04-12 20:50:00,,mis/imp
2020-04-13 07:05:00,,mis/imp
2020-04-13 07:20:00,,mis/imp
2020-04-13 07:35:00,,mis/imp
2020-04-13 07:50:00,,mis/imp
2020-04-13 08:05:00,,mis/imp
2020-04-13 08:20:00,,mis/imp
2020-04-13 08:35:00,,mis/imp
2020-04-13 08:50:00,,mis/imp
2020-04-13 09:05:00,,mis/imp
2020-04-13 09:20:00,,mis/imp
2020-04-13 09:35:00,,mis/imp
2020-04-13 09:50:00,,mis/imp
2020-04-13 10:05:00,,mis/imp
2020-04-13 10:20:00,,mis/imp
2020-04-13 10:35:00,,mis/imp
2020-04-13 10:50:00,,mis/imp
2020-04-13 11:05:00,,mis/imp
2020-04-13 11:20:00,,mis/imp
2020-04-13 11:35:00,,mis/imp
2020-04-13 11:50:00,1.0,mis/imp
2020-04-13 12:05:00,1.0,obs
2020-04-13 12:20:00,1.0,mis/imp
2020-04-13 12:35:00,1.0,mis/imp
2020-04-13 12:50:00,,mis/imp
2020-04-13 13:05:00,,mis/imp
2020-04-13 13:20:00,,mis/imp
2020-04-13 13:35:00,,mis/imp
2020-04-13 13:50:00,,mis/imp
2020-04-13 14:05:00,,mis/imp
2020-04-13 14:20:00,,mis/imp
2020-04-13 14:35:00,,mis/imp
2020-04-13 14:50:00,,mis/imp
2020-04-13 15:05:00,,mis/imp
2020-04-13 15:20:00,,mis/imp
2020-04-13 15:35:00,,mis/imp
2020-04-13 15:50:00,,mis/imp
2020-04-13 16:05:00,,mis/imp
2020-04-13 16:20:00,,mis/imp
2020-04-13 16:35:00,,mis/imp
2020-04-13 16:50:00,,mis/imp
2020-04-13 17:05:00,,mis/imp
2020-04-13 17:20:00,,mis/imp
2020-04-13 17:35:00,,mis/imp
2020-04-13 17:50:00,,mis/imp
2020-04-13 18:05:00,,mis/imp
2020-04-13 18:20:00,,mis/imp
2020-04-13 18:35:00,,mis/imp
2020-04-13 18:50:00,,mis/imp
2020-04-13 19:05:00,,mis/imp
2020-04-13 19:20:00,,mis/imp
2020-04-13 19:35:00,,mis/imp
2020-04-13 19:50:00,,mis/imp
2020-04-13 20:05:00,,mis/imp
2020-04-13 20:20:00,,mis/imp
2020-04-13 20:35:00,,mis/imp
2020-04-13 20:50:00,,mis/imp
2020-04-14 07:05:00,,mis/imp
2020-04-14 07:20:00,,mis/imp
2020-04-14 07:35:00,,mis/imp
2020-04-14 07:50:00,,mis/imp
2020-04-14 08:05:00,,mis/imp
2020-04-14 08:20:00,,mis/imp
2020-04-14 08:35:00,,mis/imp
2020-04-14 08:50:00,,mis/imp
2020-04-14 09:05:00,,mis/imp
2020-04-14 09:20:00,,mis/imp
2020-04-14 09:35:00,,mis/imp
2020-04-14 09:50:00,,mis/imp
2020-04-14 10:05:00,,mis/imp
2020-04-14 10:20:00,,mis/imp
2020-04-14 10:35:00,,mis/imp
2020-04-14 10:50:00,,mis/imp
2020-04-14 11:05:00,,mis/imp
2020-04-14 11:20:00,,mis/imp
2020-04-14 11:35:00,,mis/imp
2020-04-14 11:50:00,,mis/imp
2020-04-14 12:05:00,,mis/imp
2020-04-14 12:20:00,1.0,mis/imp
2020-04-14 12:35:00,1.0,obs
2020-04-14 12:50:00,1.0,mis/imp
2020-04-14 13:05:00,1.0,mis/imp
2020-04-14 13:20:00,,mis/imp
2020-04-14 13:35:00,,mis/imp
2020-04-14 13:50:00,,mis/imp
2020-04-14 14:05:00,,mis/imp
2020-04-14 14:20:00,,mis/imp
2020-04-14 14:35:00,,mis/imp
2020-04-14 14:50:00,,mis/imp
2020-04-14 15:05:00,,mis/imp
2020-04-14 15:20:00,,mis/imp
2020-04-14 15:35:00,,mis/imp
2020-04-14 15:50:00,,mis/imp
2020-04-14 16:05:00,,mis/imp
2020-04-14 16:20:00,,mis/imp
2020-04-14 16:35:00,,mis/imp
2020-04-14 16:50:00,,mis/imp
2020-04-14 17:05:00,,mis/imp
2020-04-14 17:20:00,,mis/imp
2020-04-14 17:35:00,,mis/imp
2020-04-14 17:50:00,,mis/imp
2020-04-14 18:05:00,,mis/imp
2020-04-14 18:20:00,,mis/imp
2020-04-14 18:35:00,,mis/imp
2020-04-14 18:50:00,0.0,mis/imp
2020-04-14 19:05:00,0.0,obs
2020-04-14 19:20:00,0.0,mis/imp
2020-04-14 19:35:00,0.0,mis/imp
2020-04-14 19:50:00,,mis/imp
2020-04-14 20:05:00,,mis/imp
2020-04-14 20:20:00,,mis/imp
2020-04-14 20:35:00,,mis/imp
2020-04-14 20:50:00,,mis/imp
2020-04-15 07:05:00,,mis/imp
2020-04-15 07:20:00,,mis/imp
2020-04-15 07:35:00,,mis/imp
2020-04-15 07:50:00,,mis/imp
2020-04-15 08:05:00,,mis/imp
2020-04-15 08:20:00,,mis/imp
2020-04-15 08:35:00,0.0,mis/imp
2020-04-15 08:50:00,0.0,obs
2020-04-15 09:05:00,0.0,mis/imp
2020-04-15 09:20:00,0.0,mis/imp
2020-04-15 09:35:00,,mis/imp
2020-04-15 09:50:00,,mis/imp
2020-04-15 10:05:00,,mis/imp
2020-04-15 10:20:00,,mis/imp
2020-04-15 10:35:00,,mis/imp
2020-04-15 10:50:00,,mis/imp
2020-04-15 11:05:00,,mis/imp
2020-04-15 11:20:00,,mis/imp
2020-04-15 11:35:00,,mis/imp
2020-04-15 11:50:00,,mis/imp
2020-04-15 12:05:00,,mis/imp
2020-04-15 12:20:00,,mis/imp
2020-04-15 12:35:00,,mis/imp
2020-04-15 12:50:00,,mis/imp
2020-04-15 13:05:00,,mis/imp
2020-04-15 13:20:00,,mis/imp
2020-04-15 13:35:00,,mis/imp
2020-04-15 13:50:00,,mis/imp
2020-04-15 14:05:00,,mis/imp
2020-04-15 14:20:00,,mis/imp
2020-04-15 14:35:00,,mis/imp
2020-04-15 14:50:00,,mis/imp
2020-04-15 15:05:00,,mis/imp
2020-04-15 15:20:00,,mis/imp
2020-04-15 15:35:00,,mis/imp
2020-04-15 15:50:00,,mis/imp
2020-04-15 16:05:00,,mis/imp
2020-04-15 16:20:00,,mis/imp
2020-04-15 16:35:00,1.0,mis/imp
2020-04-15 16:50:00,1.0,obs
2020-04-15 17:05:00,1.0,mis/imp
2020-04-15 17:20:00,1.0,mis/imp
2020-04-15 17:35:00,0.0,mis/imp
2020-04-15 17:50:00,0.0,obs
2020-04-15 18:05:00,0.0,mis/imp
2020-04-15 18:20:00,0.0,mis/imp
2020-04-15 18:35:00,,mis/imp
2020-04-15 18:50:00,,mis/imp
2020-04-15 19:05:00,,mis/imp
2020-04-15 19:20:00,,mis/imp
2020-04-15 19:35:00,,mis/imp
2020-04-15 19:50:00,,mis/imp
2020-04-15 20:05:00,,mis/imp
2020-04-15 20:20:00,,mis/imp
2020-04-15 20:35:00,,mis/imp
2020-04-15 20:50:00,,mis/imp
2020-04-16 07:05:00,,mis/imp
2020-04-16 07:20:00,,mis/imp
2020-04-16 07:35:00,1.0,mis/imp
2020-04-16 07:50:00,1.0,obs
2020-04-16 08:05:00,1.0,mis/imp
2020-04-16 08:20:00,1.0,mis/imp
2020-04-16 08:35:00,0.0,mis/imp
2020-04-16 08:50:00,0.0,obs
2020-04-16 09:05:00,0.0,mis/imp
2020-04-16 09:20:00,0.0,mis/imp
2020-04-16 09:35:00,,mis/imp
2020-04-16 09:50:00,,mis/imp
2020-04-16 10:05:00,,mis/imp
2020-04-16 10:20:00,,mis/imp
2020-04-16 10:35:00,,mis/imp
2020-04-16 10:50:00,,mis/imp
2020-04-16 11:05:00,,mis/imp
2020-04-16 11:20:00,,mis/imp
2020-04-16 11:35:00,,mis/imp
