time_bin,label,Unnamed: 0,current_popularity,datetime,time,temp,humidity,rain_1h,wind_speed,wind_deg,press,source,day_name,hour
2020-04-16 05:50:00,0.0,,,,,,,,,,,mt,Thursday,5
2020-04-15 16:50:00,1.0,1205.0,44.0,2020-04-15 16:57:00,2020-04-15 17:00:00,51.08,33.0,0.0,20.5,320.0,1013.9,mt,Wednesday,16
2020-04-15 16:50:00,1.0,1205.0,44.0,2020-04-15 16:57:00,2020-04-15 17:00:00,51.08,33.0,0.0,20.5,320.0,1013.9,mt,Wednesday,16
2020-04-16 15:20:00,2.0,1286.0,26.0,2020-04-16 15:20:00,,46.662452421034864,35.15449872138372,1.1470945502715784e-26,32.448398079670966,305.3746498945205,1019.2235024457634,mt,Thursday,15
2020-04-16 15:20:00,2.0,1287.0,25.0,2020-04-16 15:31:00,,46.662452421034864,35.15449872138372,1.1470945502715784e-26,32.448398079670966,305.3746498945205,1019.2235024457634,mt,Thursday,15
2020-04-17 17:20:00,2.0,1365.0,28.0,2020-04-17 17:27:00,,49.140930022344655,31.69329696896961,-7.780929583132057e-10,31.02111334003011,232.6063679913768,1022.9416149461748,mt,Friday,17
2020-04-16 15:20:00,1.0,1286.0,26.0,2020-04-16 15:20:00,,46.662452421034864,35.15449872138372,1.1470945502715784e-26,32.448398079670966,305.3746498945205,1019.2235024457634,mt,Thursday,15
2020-04-16 15:20:00,1.0,1287.0,25.0,2020-04-16 15:31:00,,46.662452421034864,35.15449872138372,1.1470945502715784e-26,32.448398079670966,305.3746498945205,1019.2235024457634,mt,Thursday,15
2020-04-18 13:20:00,1.0,1431.0,25.0,2020-04-18 13:20:00,,45.29915328662875,97.6629135251477,0.017721890191825213,11.779945826705774,425.1740937775692,1006.796246089225,mt,Saturday,13
2020-04-18 13:20:00,1.0,1432.0,24.0,2020-04-18 13:30:00,,45.29915328662875,97.6629135251477,0.017721890191825213,11.779945826705774,425.1740937775692,1006.796246089225,mt,Saturday,13
2020-04-18 12:50:00,0.0,1428.0,22.0,2020-04-18 12:50:00,2020-04-18 13:00:00,44.06,100.0,0.01968503937007874,13.0,360.0,1007.1,mt,Saturday,12
2020-04-18 12:50:00,0.0,1429.0,27.0,2020-04-18 13:00:00,2020-04-18 13:00:00,44.06,100.0,0.01968503937007874,13.0,360.0,1007.1,mt,Saturday,12
2020-03-21 15:50:00,1.0,,,,,,,,,,,mt,Saturday,15
2020-04-19 11:35:00,1.0,1512.0,40.0,2020-04-19 11:43:00,,43.326723712716856,70.07592330062289,4.7964951543309075e-17,21.622512147284702,239.61391728021889,1014.5254415474327,mt,Sunday,11
2020-04-20 15:50:00,1.0,1627.0,34.0,2020-04-20 15:50:00,2020-04-20 16:00:00,50.0,52.0,0.0,24.1,10.0,1004.4,mt,Monday,15
2020-04-20 15:50:00,1.0,1628.0,31.0,2020-04-20 16:00:00,2020-04-20 16:00:00,50.0,52.0,0.0,24.1,10.0,1004.4,mt,Monday,15
2020-04-21 08:50:00,2.0,1676.0,21.0,2020-04-21 08:52:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-21 08:50:00,2.0,1677.0,22.0,2020-04-21 09:02:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-19 08:50:00,0.0,1495.0,17.0,2020-04-19 08:52:00,2020-04-19 09:00:00,35.96,75.0,0.0,16.6,240.0,1014.2,mt,Sunday,8
2020-04-19 08:50:00,0.0,1496.0,23.0,2020-04-19 09:02:00,2020-04-19 09:00:00,35.96,75.0,0.0,16.6,240.0,1014.2,mt,Sunday,8
2020-04-19 14:50:00,0.0,1531.0,100.0,2020-04-19 14:53:00,2020-04-19 15:00:00,53.06,50.0,0.0,31.7,230.0,1013.1,mt,Sunday,14
