current_popularity,datetime,time_bin
17,4/20/2020 10:39,2020-04-20 10:35:00
21,4/20/2020 10:59,2020-04-20 10:50:00
19,4/20/2020 11:09,2020-04-20 11:05:00
18,4/20/2020 11:29,2020-04-20 11:20:00
17,4/20/2020 11:39,2020-04-20 11:35:00
22,4/20/2020 11:59,2020-04-20 11:50:00
21,4/20/2020 12:09,2020-04-20 12:05:00
21,4/20/2020 12:29,2020-04-20 12:20:00
20,4/20/2020 12:39,2020-04-20 12:35:00
26,4/20/2020 12:59,2020-04-20 12:50:00
25,4/20/2020 13:09,2020-04-20 13:05:00
24,4/20/2020 13:29,2020-04-20 13:20:00
23,4/20/2020 13:40,2020-04-20 13:35:00
27,4/20/2020 13:50,2020-04-20 13:50:00
28,4/20/2020 14:10,2020-04-20 14:05:00
27,4/20/2020 14:20,2020-04-20 14:20:00
27,4/20/2020 14:40,2020-04-20 14:35:00
30,4/20/2020 14:50,2020-04-20 14:50:00
30,4/20/2020 15:10,2020-04-20 15:05:00
28,4/20/2020 15:20,2020-04-20 15:20:00
29,4/20/2020 15:40,2020-04-20 15:35:00
34,4/20/2020 15:50,2020-04-20 15:50:00
28,4/20/2020 16:10,2020-04-20 16:05:00
27,4/20/2020 16:20,2020-04-20 16:20:00
30,4/20/2020 16:40,2020-04-20 16:35:00
36,4/20/2020 16:50,2020-04-20 16:50:00
32,4/20/2020 17:10,2020-04-20 17:05:00
31,4/20/2020 17:20,2020-04-20 17:20:00
31,4/20/2020 17:41,2020-04-20 17:35:00
37,4/20/2020 17:51,2020-04-20 17:50:00
33,4/20/2020 18:11,2020-04-20 18:05:00
32,4/20/2020 18:21,2020-04-20 18:20:00
33,4/20/2020 18:41,2020-04-20 18:35:00
37,4/20/2020 18:51,2020-04-20 18:50:00
35,4/20/2020 19:11,2020-04-20 19:05:00
34,4/20/2020 19:21,2020-04-20 19:20:00
35,4/20/2020 19:41,2020-04-20 19:35:00
34,4/20/2020 19:51,2020-04-20 19:50:00
35,4/20/2020 20:11,2020-04-20 20:05:00
31,4/20/2020 20:21,2020-04-20 20:20:00
27,4/20/2020 20:41,2020-04-20 20:35:00
24,4/20/2020 20:51,2020-04-20 20:50:00
6,4/21/2020 6:01,2020-04-21 05:50:00
6,4/21/2020 6:11,2020-04-21 06:05:00
6,4/21/2020 6:21,2020-04-21 06:20:00
9,4/21/2020 6:41,2020-04-21 06:35:00
9,4/21/2020 6:51,2020-04-21 06:50:00
12,4/21/2020 7:11,2020-04-21 07:05:00
11,4/21/2020 7:21,2020-04-21 07:20:00
14,4/21/2020 7:42,2020-04-21 07:35:00
15,4/21/2020 7:52,2020-04-21 07:50:00
18,4/21/2020 8:12,2020-04-21 08:05:00
17,4/21/2020 8:22,2020-04-21 08:20:00
20,4/21/2020 8:42,2020-04-21 08:35:00
21,4/21/2020 8:52,2020-04-21 08:50:00
21,4/21/2020 9:12,2020-04-21 09:05:00
19,4/21/2020 9:22,2020-04-21 09:20:00
22,4/21/2020 9:42,2020-04-21 09:35:00
22,4/21/2020 9:52,2020-04-21 09:50:00
23,4/21/2020 10:12,2020-04-21 10:05:00
21,4/21/2020 10:22,2020-04-21 10:20:00
25,4/21/2020 10:42,2020-04-21 10:35:00
25,4/21/2020 10:52,2020-04-21 10:50:00
27,4/21/2020 11:12,2020-04-21 11:05:00
25,4/21/2020 11:22,2020-04-21 11:20:00
29,4/21/2020 11:42,2020-04-21 11:35:00
29,4/21/2020 11:52,2020-04-21 11:50:00
30,4/21/2020 12:13,2020-04-21 12:05:00
27,4/21/2020 12:23,2020-04-21 12:20:00
24,4/21/2020 12:43,2020-04-21 12:35:00
25,4/21/2020 12:53,2020-04-21 12:50:00
22,4/21/2020 13:13,2020-04-21 13:05:00
20,4/21/2020 13:23,2020-04-21 13:20:00
18,4/21/2020 13:43,2020-04-21 13:35:00
18,4/21/2020 13:53,2020-04-21 13:50:00
17,4/21/2020 14:13,2020-04-21 14:05:00
16,4/21/2020 14:23,2020-04-21 14:20:00
16,4/21/2020 14:43,2020-04-21 14:35:00
18,4/21/2020 14:53,2020-04-21 14:50:00
15,4/21/2020 15:13,2020-04-21 15:05:00
15,4/21/2020 15:23,2020-04-21 15:20:00
15,4/21/2020 15:43,2020-04-21 15:35:00
18,4/21/2020 15:53,2020-04-21 15:50:00
15,4/21/2020 16:14,2020-04-21 16:05:00
15,4/21/2020 16:24,2020-04-21 16:20:00
14,4/21/2020 16:44,2020-04-21 16:35:00
17,4/21/2020 16:54,2020-04-21 16:50:00
14,4/21/2020 17:14,2020-04-21 17:05:00
15,4/21/2020 17:24,2020-04-21 17:20:00
19,4/21/2020 17:44,2020-04-21 17:35:00
26,4/21/2020 17:54,2020-04-21 17:50:00
23,4/21/2020 18:14,2020-04-21 18:05:00
24,4/21/2020 18:24,2020-04-21 18:20:00
26,4/21/2020 18:44,2020-04-21 18:35:00
31,4/21/2020 18:54,2020-04-21 18:50:00
27,4/21/2020 19:14,2020-04-21 19:05:00
27,4/21/2020 19:24,2020-04-21 19:20:00
28,4/21/2020 19:44,2020-04-21 19:35:00
31,4/21/2020 19:54,2020-04-21 19:50:00
29,4/21/2020 20:05,2020-04-21 20:05:00
23,4/21/2020 20:25,2020-04-21 20:20:00
19,4/21/2020 20:35,2020-04-21 20:35:00
16,4/21/2020 20:55,2020-04-21 20:50:00
16,4/21/2020 21:05,2020-04-21 21:05:00
22,4/20/2020 21:10,2020-04-20 21:05:00
19,4/20/2020 21:20,2020-04-20 21:20:00
16,4/20/2020 21:40,2020-04-20 21:35:00
14,4/20/2020 21:50,2020-04-20 21:50:00
13,4/20/2020 22:10,2020-04-20 22:05:00
12,4/20/2020 22:20,2020-04-20 22:20:00
11,4/20/2020 22:40,2020-04-20 22:35:00
11,4/20/2020 22:50,2020-04-20 22:50:00
13,4/21/2020 21:20,2020-04-21 21:20:00
11,4/21/2020 21:40,2020-04-21 21:35:00
9,4/21/2020 21:50,2020-04-21 21:50:00
6,4/22/2020 6:00,2020-04-22 05:50:00
6,4/22/2020 6:10,2020-04-22 06:05:00
6,4/22/2020 6:20,2020-04-22 06:20:00
8,4/22/2020 6:40,2020-04-22 06:35:00
8,4/22/2020 6:50,2020-04-22 06:50:00
11,4/22/2020 7:10,2020-04-22 07:05:00
10,4/22/2020 7:20,2020-04-22 07:20:00
13,4/22/2020 7:40,2020-04-22 07:35:00
14,4/22/2020 7:50,2020-04-22 07:50:00
16,4/22/2020 8:10,2020-04-22 08:05:00
16,4/22/2020 8:20,2020-04-22 08:20:00
17,4/22/2020 8:40,2020-04-22 08:35:00
20,4/22/2020 8:50,2020-04-22 08:50:00
22,4/22/2020 9:10,2020-04-22 09:05:00
21,4/22/2020 9:20,2020-04-22 09:20:00
20,4/22/2020 9:40,2020-04-22 09:35:00
21,4/22/2020 9:50,2020-04-22 09:50:00
20,4/22/2020 10:10,2020-04-22 10:05:00
19,4/22/2020 10:20,2020-04-22 10:20:00
19,4/22/2020 10:40,2020-04-22 10:35:00
21,4/22/2020 10:50,2020-04-22 10:50:00
21,4/22/2020 11:10,2020-04-22 11:05:00
20,4/22/2020 11:20,2020-04-22 11:20:00
20,4/22/2020 11:40,2020-04-22 11:35:00
23,4/22/2020 11:50,2020-04-22 11:50:00
25,4/22/2020 12:10,2020-04-22 12:05:00
24,4/22/2020 12:20,2020-04-22 12:20:00
24,4/22/2020 12:40,2020-04-22 12:35:00
27,4/22/2020 12:50,2020-04-22 12:50:00
29,4/22/2020 13:10,2020-04-22 13:05:00
28,4/22/2020 13:20,2020-04-22 13:20:00
29,4/22/2020 13:40,2020-04-22 13:35:00
33,4/22/2020 13:50,2020-04-22 13:50:00
31,4/22/2020 14:10,2020-04-22 14:05:00
31,4/22/2020 14:20,2020-04-22 14:20:00
32,4/22/2020 14:40,2020-04-22 14:35:00
37,4/22/2020 14:50,2020-04-22 14:50:00
33,4/22/2020 15:10,2020-04-22 15:05:00
33,4/22/2020 15:20,2020-04-22 15:20:00
35,4/22/2020 15:40,2020-04-22 15:35:00
41,4/22/2020 15:50,2020-04-22 15:50:00
37,4/22/2020 16:10,2020-04-22 16:05:00
37,4/22/2020 16:20,2020-04-22 16:20:00
37,4/22/2020 16:40,2020-04-22 16:35:00
36,4/22/2020 16:50,2020-04-22 16:50:00
39,4/22/2020 17:10,2020-04-22 17:05:00
35,4/22/2020 17:20,2020-04-22 17:20:00
39,4/22/2020 17:40,2020-04-22 17:35:00
38,4/22/2020 17:50,2020-04-22 17:50:00
41,4/22/2020 18:10,2020-04-22 18:05:00
37,4/22/2020 18:20,2020-04-22 18:20:00
39,4/22/2020 18:40,2020-04-22 18:35:00
37,4/22/2020 18:50,2020-04-22 18:50:00
41,4/22/2020 19:10,2020-04-22 19:05:00
37,4/22/2020 19:20,2020-04-22 19:20:00
37,4/22/2020 19:40,2020-04-22 19:35:00
35,4/22/2020 19:50,2020-04-22 19:50:00
34,4/22/2020 20:10,2020-04-22 20:05:00
30,4/22/2020 20:20,2020-04-22 20:20:00
25,4/22/2020 20:40,2020-04-22 20:35:00
22,4/22/2020 20:50,2020-04-22 20:50:00
18,4/22/2020 21:10,2020-04-22 21:05:00
16,4/22/2020 21:20,2020-04-22 21:20:00
12,4/22/2020 21:40,2020-04-22 21:35:00
11,4/22/2020 21:50,2020-04-22 21:50:00
7,4/23/2020 6:00,2020-04-23 05:50:00
6,4/23/2020 6:10,2020-04-23 06:05:00
6,4/23/2020 6:20,2020-04-23 06:20:00
7,4/23/2020 6:40,2020-04-23 06:35:00
9,4/23/2020 6:50,2020-04-23 06:50:00
12,4/23/2020 7:10,2020-04-23 07:05:00
12,4/23/2020 7:20,2020-04-23 07:20:00
13,4/23/2020 7:40,2020-04-23 07:35:00
15,4/23/2020 7:50,2020-04-23 07:50:00
18,4/23/2020 8:10,2020-04-23 08:05:00
18,4/23/2020 8:20,2020-04-23 08:20:00
19,4/23/2020 8:40,2020-04-23 08:35:00
23,4/23/2020 8:50,2020-04-23 08:50:00
23,4/23/2020 9:10,2020-04-23 09:05:00
22,4/23/2020 9:20,2020-04-23 09:20:00
22,4/23/2020 9:40,2020-04-23 09:35:00
22,4/23/2020 9:50,2020-04-23 09:50:00
20,4/23/2020 10:10,2020-04-23 10:05:00
19,4/23/2020 10:20,2020-04-23 10:20:00
17,4/23/2020 10:40,2020-04-23 10:35:00
17,4/23/2020 10:50,2020-04-23 10:50:00
17,4/23/2020 11:10,2020-04-23 11:05:00
17,4/23/2020 11:20,2020-04-23 11:20:00
17,4/23/2020 11:40,2020-04-23 11:35:00
19,4/23/2020 11:50,2020-04-23 11:50:00
18,4/23/2020 12:10,2020-04-23 12:05:00
18,4/23/2020 12:20,2020-04-23 12:20:00
20,4/23/2020 12:40,2020-04-23 12:35:00
25,4/23/2020 12:50,2020-04-23 12:50:00
25,4/23/2020 13:10,2020-04-23 13:05:00
24,4/23/2020 13:20,2020-04-23 13:20:00
24,4/23/2020 13:40,2020-04-23 13:35:00
24,4/23/2020 13:50,2020-04-23 13:50:00
26,4/23/2020 14:10,2020-04-23 14:05:00
24,4/23/2020 14:20,2020-04-23 14:20:00
27,4/23/2020 14:40,2020-04-23 14:35:00
26,4/23/2020 14:50,2020-04-23 14:50:00
28,4/23/2020 15:10,2020-04-23 15:05:00
26,4/23/2020 15:20,2020-04-23 15:20:00
29,4/23/2020 15:40,2020-04-23 15:35:00
29,4/23/2020 15:50,2020-04-23 15:50:00
29,4/23/2020 16:10,2020-04-23 16:05:00
27,4/23/2020 16:20,2020-04-23 16:20:00
30,4/23/2020 16:40,2020-04-23 16:35:00
29,4/23/2020 16:50,2020-04-23 16:50:00
30,4/23/2020 17:10,2020-04-23 17:05:00
27,4/23/2020 17:20,2020-04-23 17:20:00
30,4/23/2020 17:40,2020-04-23 17:35:00
29,4/23/2020 17:50,2020-04-23 17:50:00
31,4/23/2020 18:10,2020-04-23 18:05:00
28,4/23/2020 18:20,2020-04-23 18:20:00
27,4/23/2020 18:40,2020-04-23 18:35:00
31,4/23/2020 18:50,2020-04-23 18:50:00
32,4/23/2020 19:10,2020-04-23 19:05:00
30,4/23/2020 19:20,2020-04-23 19:20:00
28,4/23/2020 19:40,2020-04-23 19:35:00
29,4/23/2020 19:50,2020-04-23 19:50:00
27,4/23/2020 20:10,2020-04-23 20:05:00
25,4/23/2020 20:20,2020-04-23 20:20:00
20,4/23/2020 20:40,2020-04-23 20:35:00
19,4/23/2020 20:50,2020-04-23 20:50:00
16,4/23/2020 21:10,2020-04-23 21:05:00
14,4/23/2020 21:20,2020-04-23 21:20:00
10,4/23/2020 21:40,2020-04-23 21:35:00
9,4/23/2020 21:50,2020-04-23 21:50:00
5,4/24/2020 6:00,2020-04-24 05:50:00
6,4/24/2020 6:10,2020-04-24 06:05:00
6,4/24/2020 6:20,2020-04-24 06:20:00
6,4/24/2020 6:40,2020-04-24 06:35:00
8,4/24/2020 6:50,2020-04-24 06:50:00
9,4/24/2020 7:10,2020-04-24 07:05:00
10,4/24/2020 7:20,2020-04-24 07:20:00
12,4/24/2020 7:40,2020-04-24 07:35:00
15,4/24/2020 7:50,2020-04-24 07:50:00
15,4/24/2020 8:10,2020-04-24 08:05:00
14,4/24/2020 8:20,2020-04-24 08:20:00
18,4/24/2020 8:40,2020-04-24 08:35:00
18,4/24/2020 8:50,2020-04-24 08:50:00
17,4/24/2020 9:10,2020-04-24 09:05:00
16,4/24/2020 9:20,2020-04-24 09:20:00
16,4/24/2020 9:40,2020-04-24 09:35:00
15,4/24/2020 9:50,2020-04-24 09:50:00
14,4/24/2020 10:10,2020-04-24 10:05:00
13,4/24/2020 10:20,2020-04-24 10:20:00
12,4/24/2020 10:40,2020-04-24 10:35:00
12,4/24/2020 10:50,2020-04-24 10:50:00
13,4/24/2020 11:10,2020-04-24 11:05:00
13,4/24/2020 11:20,2020-04-24 11:20:00
13,4/24/2020 11:40,2020-04-24 11:35:00
14,4/24/2020 11:50,2020-04-24 11:50:00
17,4/24/2020 12:10,2020-04-24 12:05:00
16,4/24/2020 12:20,2020-04-24 12:20:00
17,4/24/2020 12:40,2020-04-24 12:35:00
18,4/24/2020 12:50,2020-04-24 12:50:00
19,4/24/2020 13:10,2020-04-24 13:05:00
18,4/24/2020 13:20,2020-04-24 13:20:00
17,4/24/2020 13:40,2020-04-24 13:35:00
20,4/24/2020 13:50,2020-04-24 13:50:00
19,4/24/2020 14:10,2020-04-24 14:05:00
18,4/24/2020 14:20,2020-04-24 14:20:00
17,4/24/2020 14:40,2020-04-24 14:35:00
19,4/24/2020 14:50,2020-04-24 14:50:00
18,4/24/2020 15:10,2020-04-24 15:05:00
18,4/24/2020 15:20,2020-04-24 15:20:00
18,4/24/2020 15:40,2020-04-24 15:35:00
22,4/24/2020 15:50,2020-04-24 15:50:00
19,4/24/2020 16:10,2020-04-24 16:05:00
18,4/24/2020 16:20,2020-04-24 16:20:00
19,4/24/2020 16:40,2020-04-24 16:35:00
22,4/24/2020 16:50,2020-04-24 16:50:00
19,4/24/2020 17:10,2020-04-24 17:05:00
19,4/24/2020 17:20,2020-04-24 17:20:00
19,4/24/2020 17:40,2020-04-24 17:35:00
23,4/24/2020 17:50,2020-04-24 17:50:00
20,4/24/2020 18:10,2020-04-24 18:05:00
18,4/24/2020 18:20,2020-04-24 18:20:00
19,4/24/2020 18:40,2020-04-24 18:35:00
18,4/24/2020 18:50,2020-04-24 18:50:00
20,4/24/2020 19:10,2020-04-24 19:05:00
18,4/24/2020 19:20,2020-04-24 19:20:00
18,4/24/2020 19:40,2020-04-24 19:35:00
17,4/24/2020 19:50,2020-04-24 19:50:00
16,4/24/2020 20:10,2020-04-24 20:05:00
14,4/24/2020 20:20,2020-04-24 20:20:00
13,4/24/2020 20:40,2020-04-24 20:35:00
12,4/24/2020 20:50,2020-04-24 20:50:00
12,4/24/2020 21:10,2020-04-24 21:05:00
10,4/24/2020 21:20,2020-04-24 21:20:00
10,4/24/2020 21:40,2020-04-24 21:35:00
9,4/24/2020 21:50,2020-04-24 21:50:00
6,4/25/2020 6:00,2020-04-25 05:50:00
6,4/25/2020 6:10,2020-04-25 06:05:00
6,4/25/2020 6:20,2020-04-25 06:20:00
6,4/25/2020 6:40,2020-04-25 06:35:00
7,4/25/2020 6:50,2020-04-25 06:50:00
12,4/25/2020 7:10,2020-04-25 07:05:00
12,4/25/2020 7:20,2020-04-25 07:20:00
14,4/25/2020 7:40,2020-04-25 07:35:00
17,4/25/2020 7:50,2020-04-25 07:50:00
19,4/25/2020 8:10,2020-04-25 08:05:00
20,4/25/2020 8:20,2020-04-25 08:20:00
25,4/25/2020 8:40,2020-04-25 08:35:00
26,4/25/2020 8:50,2020-04-25 08:50:00
31,4/25/2020 9:10,2020-04-25 09:05:00
29,4/25/2020 9:20,2020-04-25 09:20:00
36,4/25/2020 9:40,2020-04-25 09:35:00
37,4/25/2020 9:50,2020-04-25 09:50:00
40,4/25/2020 10:10,2020-04-25 10:05:00
37,4/25/2020 10:20,2020-04-25 10:20:00
42,4/25/2020 10:40,2020-04-25 10:35:00
42,4/25/2020 10:50,2020-04-25 10:50:00
45,4/25/2020 11:10,2020-04-25 11:05:00
42,4/25/2020 11:20,2020-04-25 11:20:00
51,4/25/2020 11:40,2020-04-25 11:35:00
51,4/25/2020 11:50,2020-04-25 11:50:00
61,4/25/2020 12:10,2020-04-25 12:05:00
57,4/25/2020 12:20,2020-04-25 12:20:00
69,4/25/2020 12:40,2020-04-25 12:35:00
71,4/25/2020 12:50,2020-04-25 12:50:00
82,4/25/2020 13:10,2020-04-25 13:05:00
77,4/25/2020 13:20,2020-04-25 13:20:00
91,4/25/2020 13:40,2020-04-25 13:35:00
92,4/25/2020 13:50,2020-04-25 13:50:00
102,4/25/2020 14:10,2020-04-25 14:05:00
95,4/25/2020 14:20,2020-04-25 14:20:00
97,4/25/2020 14:40,2020-04-25 14:35:00
112,4/25/2020 14:50,2020-04-25 14:50:00
117,4/25/2020 15:10,2020-04-25 15:05:00
112,4/25/2020 15:20,2020-04-25 15:20:00
115,4/25/2020 15:40,2020-04-25 15:35:00
131,4/25/2020 15:50,2020-04-25 15:50:00
139,4/25/2020 16:10,2020-04-25 16:05:00
132,4/25/2020 16:20,2020-04-25 16:20:00
128,4/25/2020 16:40,2020-04-25 16:35:00
138,4/25/2020 16:50,2020-04-25 16:50:00
140,4/25/2020 17:10,2020-04-25 17:05:00
129,4/25/2020 17:20,2020-04-25 17:20:00
117,4/25/2020 17:40,2020-04-25 17:35:00
121,4/25/2020 17:50,2020-04-25 17:50:00
113,4/25/2020 18:10,2020-04-25 18:05:00
103,4/25/2020 18:20,2020-04-25 18:20:00
87,4/25/2020 18:40,2020-04-25 18:35:00
84,4/25/2020 18:50,2020-04-25 18:50:00
74,4/25/2020 19:10,2020-04-25 19:05:00
67,4/25/2020 19:20,2020-04-25 19:20:00
54,4/25/2020 19:40,2020-04-25 19:35:00
51,4/25/2020 19:50,2020-04-25 19:50:00
40,4/25/2020 20:10,2020-04-25 20:05:00
37,4/25/2020 20:20,2020-04-25 20:20:00
30,4/25/2020 20:40,2020-04-25 20:35:00
29,4/25/2020 20:50,2020-04-25 20:50:00
23,4/25/2020 21:10,2020-04-25 21:05:00
21,4/25/2020 21:20,2020-04-25 21:20:00
17,4/25/2020 21:40,2020-04-25 21:35:00
16,4/25/2020 21:50,2020-04-25 21:50:00
4,4/26/2020 6:00,2020-04-26 05:50:00
4,4/26/2020 6:10,2020-04-26 06:05:00
4,4/26/2020 6:20,2020-04-26 06:20:00
4,4/26/2020 6:40,2020-04-26 06:35:00
5,4/26/2020 6:50,2020-04-26 06:50:00
6,4/26/2020 7:10,2020-04-26 07:05:00
7,4/26/2020 7:20,2020-04-26 07:20:00
8,4/26/2020 7:40,2020-04-26 07:35:00
11,4/26/2020 7:50,2020-04-26 07:50:00
12,4/26/2020 8:10,2020-04-26 08:05:00
12,4/26/2020 8:20,2020-04-26 08:20:00
14,4/26/2020 8:40,2020-04-26 08:35:00
17,4/26/2020 8:50,2020-04-26 08:50:00
18,4/26/2020 9:10,2020-04-26 09:05:00
17,4/26/2020 9:20,2020-04-26 09:20:00
20,4/26/2020 9:40,2020-04-26 09:35:00
20,4/26/2020 9:50,2020-04-26 09:50:00
23,4/26/2020 10:10,2020-04-26 10:05:00
21,4/26/2020 10:20,2020-04-26 10:20:00
22,4/26/2020 10:40,2020-04-26 10:35:00
22,4/26/2020 10:50,2020-04-26 10:50:00
25,4/26/2020 11:10,2020-04-26 11:05:00
24,4/26/2020 11:20,2020-04-26 11:20:00
25,4/26/2020 11:40,2020-04-26 11:35:00
24,4/26/2020 11:50,2020-04-26 11:50:00
27,4/26/2020 12:10,2020-04-26 12:05:00
26,4/26/2020 12:20,2020-04-26 12:20:00
25,4/26/2020 12:40,2020-04-26 12:35:00
27,4/26/2020 12:50,2020-04-26 12:50:00
25,4/26/2020 13:10,2020-04-26 13:05:00
23,4/26/2020 13:20,2020-04-26 13:20:00
22,4/26/2020 13:40,2020-04-26 13:35:00
24,4/26/2020 13:50,2020-04-26 13:50:00
20,4/26/2020 14:10,2020-04-26 14:05:00
19,4/26/2020 14:20,2020-04-26 14:20:00
18,4/26/2020 14:40,2020-04-26 14:35:00
19,4/26/2020 14:50,2020-04-26 14:50:00
14,4/26/2020 15:10,2020-04-26 15:05:00
13,4/26/2020 15:20,2020-04-26 15:20:00
13,4/26/2020 15:40,2020-04-26 15:35:00
14,4/26/2020 15:50,2020-04-26 15:50:00
6,4/26/2020 16:10,2020-04-26 16:05:00
6,4/26/2020 16:20,2020-04-26 16:20:00
6,4/26/2020 16:40,2020-04-26 16:35:00
8,4/26/2020 16:50,2020-04-26 16:50:00
3,4/26/2020 17:10,2020-04-26 17:05:00
2,4/26/2020 17:20,2020-04-26 17:20:00
2,4/26/2020 17:40,2020-04-26 17:35:00
2,4/26/2020 17:50,2020-04-26 17:50:00
2,4/26/2020 18:10,2020-04-26 18:05:00
1,4/26/2020 18:20,2020-04-26 18:20:00
3,4/26/2020 18:40,2020-04-26 18:35:00
3,4/26/2020 18:50,2020-04-26 18:50:00
4,4/26/2020 19:20,2020-04-26 19:20:00
5,4/26/2020 19:40,2020-04-26 19:35:00
4,4/26/2020 19:50,2020-04-26 19:50:00
7,4/26/2020 20:10,2020-04-26 20:05:00
6,4/26/2020 20:20,2020-04-26 20:20:00
6,4/26/2020 20:40,2020-04-26 20:35:00
5,4/26/2020 20:50,2020-04-26 20:50:00
7,4/26/2020 21:10,2020-04-26 21:05:00
6,4/26/2020 21:20,2020-04-26 21:20:00
5,4/26/2020 21:40,2020-04-26 21:35:00
6,4/26/2020 21:50,2020-04-26 21:50:00
