current_popularity,datetime,time_bin
28,4/11/2020 9:22,2020-04-11 09:20:00
29,4/11/2020 9:42,2020-04-11 09:35:00
32,4/11/2020 9:52,2020-04-11 09:50:00
30,4/11/2020 10:12,2020-04-11 10:05:00
29,4/11/2020 10:22,2020-04-11 10:20:00
29,4/11/2020 10:42,2020-04-11 10:35:00
32,4/11/2020 10:52,2020-04-11 10:50:00
32,4/11/2020 11:12,2020-04-11 11:05:00
31,4/11/2020 11:22,2020-04-11 11:20:00
32,4/11/2020 11:42,2020-04-11 11:35:00
38,4/11/2020 11:53,2020-04-11 11:50:00
43,4/11/2020 12:13,2020-04-11 12:05:00
42,4/11/2020 12:23,2020-04-11 12:20:00
44,4/11/2020 12:43,2020-04-11 12:35:00
49,4/11/2020 12:53,2020-04-11 12:50:00
45,4/11/2020 13:13,2020-04-11 13:05:00
45,4/11/2020 13:23,2020-04-11 13:20:00
48,4/11/2020 13:43,2020-04-11 13:35:00
55,4/11/2020 13:53,2020-04-11 13:50:00
48,4/11/2020 14:13,2020-04-11 14:05:00
47,4/11/2020 14:23,2020-04-11 14:20:00
50,4/11/2020 14:43,2020-04-11 14:35:00
61,4/11/2020 14:53,2020-04-11 14:50:00
51,4/11/2020 15:13,2020-04-11 15:05:00
52,4/11/2020 15:23,2020-04-11 15:20:00
58,4/11/2020 15:43,2020-04-11 15:35:00
67,4/11/2020 15:53,2020-04-11 15:50:00
57,4/11/2020 16:13,2020-04-11 16:05:00
58,4/11/2020 16:23,2020-04-11 16:20:00
60,4/11/2020 16:44,2020-04-11 16:35:00
69,4/11/2020 16:54,2020-04-11 16:50:00
60,4/11/2020 17:14,2020-04-11 17:05:00
59,4/11/2020 17:24,2020-04-11 17:20:00
59,4/11/2020 17:44,2020-04-11 17:35:00
65,4/11/2020 17:54,2020-04-11 17:50:00
57,4/11/2020 18:14,2020-04-11 18:05:00
55,4/11/2020 18:24,2020-04-11 18:20:00
51,4/11/2020 18:44,2020-04-11 18:35:00
52,4/11/2020 18:54,2020-04-11 18:50:00
45,4/11/2020 19:14,2020-04-11 19:05:00
41,4/11/2020 19:24,2020-04-11 19:20:00
35,4/11/2020 19:44,2020-04-11 19:35:00
33,4/11/2020 19:54,2020-04-11 19:50:00
27,4/11/2020 20:14,2020-04-11 20:05:00
23,4/11/2020 20:24,2020-04-11 20:20:00
21,4/11/2020 20:35,2020-04-11 20:35:00
16,4/11/2020 20:55,2020-04-11 20:50:00
15,4/11/2020 21:05,2020-04-11 21:05:00
4,4/12/2020 6:05,2020-04-12 06:05:00
3,4/12/2020 6:25,2020-04-12 06:20:00
4,4/12/2020 6:35,2020-04-12 06:35:00
5,4/12/2020 6:55,2020-04-12 06:50:00
7,4/12/2020 7:05,2020-04-12 07:05:00
7,4/12/2020 7:25,2020-04-12 07:20:00
8,4/12/2020 7:35,2020-04-12 07:35:00
11,4/12/2020 7:55,2020-04-12 07:50:00
12,4/12/2020 8:05,2020-04-12 08:05:00
12,4/12/2020 8:25,2020-04-12 08:20:00
14,4/12/2020 8:35,2020-04-12 08:35:00
17,4/12/2020 8:55,2020-04-12 08:50:00
18,4/12/2020 9:05,2020-04-12 09:05:00
19,4/12/2020 9:25,2020-04-12 09:20:00
21,4/12/2020 9:35,2020-04-12 09:35:00
27,4/12/2020 9:55,2020-04-12 09:50:00
28,4/12/2020 10:05,2020-04-12 10:05:00
27,4/12/2020 10:25,2020-04-12 10:20:00
26,4/12/2020 10:35,2020-04-12 10:35:00
32,4/12/2020 10:56,2020-04-12 10:50:00
33,4/12/2020 11:06,2020-04-12 11:05:00
33,4/12/2020 11:26,2020-04-12 11:20:00
32,4/12/2020 11:36,2020-04-12 11:35:00
41,4/12/2020 11:56,2020-04-12 11:50:00
41,4/12/2020 12:06,2020-04-12 12:05:00
40,4/12/2020 12:26,2020-04-12 12:20:00
39,4/12/2020 12:36,2020-04-12 12:35:00
50,4/12/2020 12:56,2020-04-12 12:50:00
46,4/12/2020 13:06,2020-04-12 13:05:00
44,4/12/2020 13:26,2020-04-12 13:20:00
42,4/12/2020 13:36,2020-04-12 13:35:00
45,4/12/2020 13:56,2020-04-12 13:50:00
44,4/12/2020 14:06,2020-04-12 14:05:00
43,4/12/2020 14:26,2020-04-12 14:20:00
42,4/12/2020 14:36,2020-04-12 14:35:00
48,4/12/2020 14:57,2020-04-12 14:50:00
49,4/12/2020 15:07,2020-04-12 15:05:00
44,4/12/2020 15:27,2020-04-12 15:20:00
48,4/12/2020 15:37,2020-04-12 15:35:00
59,4/12/2020 15:57,2020-04-12 15:50:00
61,4/12/2020 16:07,2020-04-12 16:05:00
53,4/12/2020 16:27,2020-04-12 16:20:00
59,4/12/2020 16:37,2020-04-12 16:35:00
66,4/12/2020 16:57,2020-04-12 16:50:00
67,4/12/2020 17:07,2020-04-12 17:05:00
59,4/12/2020 17:27,2020-04-12 17:20:00
63,4/12/2020 17:37,2020-04-12 17:35:00
68,4/12/2020 17:57,2020-04-12 17:50:00
63,4/12/2020 18:07,2020-04-12 18:05:00
55,4/12/2020 18:27,2020-04-12 18:20:00
56,4/12/2020 18:37,2020-04-12 18:35:00
58,4/12/2020 18:58,2020-04-12 18:50:00
55,4/12/2020 19:08,2020-04-12 19:05:00
45,4/12/2020 19:28,2020-04-12 19:20:00
43,4/12/2020 19:38,2020-04-12 19:35:00
39,4/12/2020 19:58,2020-04-12 19:50:00
37,4/12/2020 20:08,2020-04-12 20:05:00
28,4/12/2020 20:28,2020-04-12 20:20:00
25,4/12/2020 20:38,2020-04-12 20:35:00
19,4/12/2020 20:58,2020-04-12 20:50:00
18,4/12/2020 21:08,2020-04-12 21:05:00
4,4/13/2020 6:08,2020-04-13 06:05:00
5,4/13/2020 6:28,2020-04-13 06:20:00
5,4/13/2020 6:38,2020-04-13 06:35:00
7,4/13/2020 6:58,2020-04-13 06:50:00
8,4/13/2020 7:08,2020-04-13 07:05:00
8,4/13/2020 7:28,2020-04-13 07:20:00
8,4/13/2020 7:38,2020-04-13 07:35:00
9,4/13/2020 7:58,2020-04-13 07:50:00
10,4/13/2020 8:09,2020-04-13 08:05:00
9,4/13/2020 8:29,2020-04-13 08:20:00
9,4/13/2020 8:39,2020-04-13 08:35:00
10,4/13/2020 8:59,2020-04-13 08:50:00
10,4/13/2020 9:09,2020-04-13 09:05:00
9,4/13/2020 9:29,2020-04-13 09:20:00
9,4/13/2020 9:39,2020-04-13 09:35:00
11,4/13/2020 9:59,2020-04-13 09:50:00
9,4/13/2020 10:09,2020-04-13 10:05:00
8,4/13/2020 10:29,2020-04-13 10:20:00
9,4/13/2020 10:39,2020-04-13 10:35:00
11,4/13/2020 10:59,2020-04-13 10:50:00
10,4/13/2020 11:09,2020-04-13 11:05:00
9,4/13/2020 11:29,2020-04-13 11:20:00
10,4/13/2020 11:39,2020-04-13 11:35:00
12,4/13/2020 11:59,2020-04-13 11:50:00
12,4/13/2020 12:09,2020-04-13 12:05:00
10,4/13/2020 12:29,2020-04-13 12:20:00
11,4/13/2020 12:39,2020-04-13 12:35:00
10,4/13/2020 12:50,2020-04-13 12:50:00
12,4/13/2020 13:10,2020-04-13 13:05:00
12,4/13/2020 13:20,2020-04-13 13:20:00
14,4/13/2020 13:40,2020-04-13 13:35:00
14,4/13/2020 13:50,2020-04-13 13:50:00
13,4/13/2020 14:10,2020-04-13 14:05:00
12,4/13/2020 14:20,2020-04-13 14:20:00
12,4/13/2020 14:40,2020-04-13 14:35:00
14,4/13/2020 14:50,2020-04-13 14:50:00
12,4/13/2020 15:10,2020-04-13 15:05:00
11,4/13/2020 15:20,2020-04-13 15:20:00
10,4/13/2020 15:40,2020-04-13 15:35:00
11,4/13/2020 15:50,2020-04-13 15:50:00
8,4/13/2020 16:10,2020-04-13 16:05:00
8,4/13/2020 16:20,2020-04-13 16:20:00
7,4/13/2020 16:41,2020-04-13 16:35:00
10,4/13/2020 16:51,2020-04-13 16:50:00
9,4/13/2020 17:11,2020-04-13 17:05:00
8,4/13/2020 17:21,2020-04-13 17:20:00
8,4/13/2020 17:41,2020-04-13 17:35:00
9,4/13/2020 17:51,2020-04-13 17:50:00
10,4/13/2020 18:11,2020-04-13 18:05:00
9,4/13/2020 18:21,2020-04-13 18:20:00
10,4/13/2020 18:41,2020-04-13 18:35:00
13,4/13/2020 18:51,2020-04-13 18:50:00
13,4/13/2020 19:11,2020-04-13 19:05:00
14,4/13/2020 19:21,2020-04-13 19:20:00
17,4/13/2020 19:41,2020-04-13 19:35:00
21,4/13/2020 19:51,2020-04-13 19:50:00
21,4/13/2020 20:11,2020-04-13 20:05:00
19,4/13/2020 20:22,2020-04-13 20:20:00
17,4/13/2020 20:42,2020-04-13 20:35:00
17,4/13/2020 20:52,2020-04-13 20:50:00
5,4/14/2020 6:02,2020-04-14 05:50:00
5,4/14/2020 6:12,2020-04-14 06:05:00
5,4/14/2020 6:22,2020-04-14 06:20:00
7,4/14/2020 6:42,2020-04-14 06:35:00
8,4/14/2020 6:52,2020-04-14 06:50:00
11,4/14/2020 7:12,2020-04-14 07:05:00
10,4/14/2020 7:22,2020-04-14 07:20:00
13,4/14/2020 7:42,2020-04-14 07:35:00
14,4/14/2020 7:52,2020-04-14 07:50:00
16,4/14/2020 8:12,2020-04-14 08:05:00
15,4/14/2020 8:22,2020-04-14 08:20:00
21,4/14/2020 8:42,2020-04-14 08:35:00
23,4/14/2020 8:52,2020-04-14 08:50:00
26,4/14/2020 9:12,2020-04-14 09:05:00
24,4/14/2020 9:22,2020-04-14 09:20:00
25,4/14/2020 9:43,2020-04-14 09:35:00
24,4/14/2020 9:53,2020-04-14 09:50:00
25,4/14/2020 10:13,2020-04-14 10:05:00
25,4/14/2020 10:23,2020-04-14 10:20:00
25,4/14/2020 10:43,2020-04-14 10:35:00
27,4/14/2020 10:53,2020-04-14 10:50:00
28,4/14/2020 11:13,2020-04-14 11:05:00
27,4/14/2020 11:23,2020-04-14 11:20:00
26,4/14/2020 11:43,2020-04-14 11:35:00
29,4/14/2020 11:53,2020-04-14 11:50:00
29,4/14/2020 12:13,2020-04-14 12:05:00
28,4/14/2020 12:23,2020-04-14 12:20:00
28,4/14/2020 12:43,2020-04-14 12:35:00
31,4/14/2020 12:53,2020-04-14 12:50:00
32,4/14/2020 13:13,2020-04-14 13:05:00
31,4/14/2020 13:23,2020-04-14 13:20:00
28,4/14/2020 13:43,2020-04-14 13:35:00
31,4/14/2020 13:53,2020-04-14 13:50:00
28,4/14/2020 14:13,2020-04-14 14:05:00
29,4/14/2020 14:24,2020-04-14 14:20:00
33,4/14/2020 14:44,2020-04-14 14:35:00
41,4/14/2020 14:54,2020-04-14 14:50:00
37,4/14/2020 15:14,2020-04-14 15:05:00
37,4/14/2020 15:24,2020-04-14 15:20:00
40,4/14/2020 15:44,2020-04-14 15:35:00
47,4/14/2020 15:54,2020-04-14 15:50:00
42,4/14/2020 16:14,2020-04-14 16:05:00
43,4/14/2020 16:24,2020-04-14 16:20:00
49,4/14/2020 16:44,2020-04-14 16:35:00
58,4/14/2020 16:54,2020-04-14 16:50:00
51,4/14/2020 17:14,2020-04-14 17:05:00
50,4/14/2020 17:24,2020-04-14 17:20:00
51,4/14/2020 17:44,2020-04-14 17:35:00
58,4/14/2020 17:54,2020-04-14 17:50:00
50,4/14/2020 18:14,2020-04-14 18:05:00
49,4/14/2020 18:25,2020-04-14 18:20:00
45,4/14/2020 18:35,2020-04-14 18:35:00
51,4/14/2020 18:55,2020-04-14 18:50:00
47,4/14/2020 19:05,2020-04-14 19:05:00
39,4/14/2020 19:25,2020-04-14 19:20:00
34,4/14/2020 19:35,2020-04-14 19:35:00
32,4/14/2020 19:55,2020-04-14 19:50:00
29,4/14/2020 20:05,2020-04-14 20:05:00
23,4/14/2020 20:25,2020-04-14 20:20:00
20,4/14/2020 20:35,2020-04-14 20:35:00
16,4/14/2020 20:55,2020-04-14 20:50:00
17,4/14/2020 21:05,2020-04-14 21:05:00
6,4/15/2020 6:05,2020-04-15 06:05:00
6,4/15/2020 6:25,2020-04-15 06:20:00
7,4/15/2020 6:35,2020-04-15 06:35:00
8,4/15/2020 6:55,2020-04-15 06:50:00
11,4/15/2020 7:05,2020-04-15 07:05:00
11,4/15/2020 7:25,2020-04-15 07:20:00
12,4/15/2020 7:35,2020-04-15 07:35:00
16,4/15/2020 7:55,2020-04-15 07:50:00
16,4/15/2020 8:05,2020-04-15 08:05:00
16,4/15/2020 8:26,2020-04-15 08:20:00
18,4/15/2020 8:36,2020-04-15 08:35:00
21,4/15/2020 8:56,2020-04-15 08:50:00
20,4/15/2020 9:06,2020-04-15 09:05:00
19,4/15/2020 9:26,2020-04-15 09:20:00
19,4/15/2020 9:36,2020-04-15 09:35:00
21,4/15/2020 9:56,2020-04-15 09:50:00
19,4/15/2020 10:06,2020-04-15 10:05:00
17,4/15/2020 10:26,2020-04-15 10:20:00
18,4/15/2020 10:36,2020-04-15 10:35:00
19,4/15/2020 10:56,2020-04-15 10:50:00
17,4/15/2020 11:06,2020-04-15 11:05:00
17,4/15/2020 11:26,2020-04-15 11:20:00
19,4/15/2020 11:36,2020-04-15 11:35:00
23,4/15/2020 11:56,2020-04-15 11:50:00
23,4/15/2020 12:06,2020-04-15 12:05:00
22,4/15/2020 12:26,2020-04-15 12:20:00
23,4/15/2020 12:36,2020-04-15 12:35:00
28,4/15/2020 12:56,2020-04-15 12:50:00
27,4/15/2020 13:07,2020-04-15 13:05:00
26,4/15/2020 13:27,2020-04-15 13:20:00
29,4/15/2020 13:37,2020-04-15 13:35:00
35,4/15/2020 13:57,2020-04-15 13:50:00
33,4/15/2020 14:07,2020-04-15 14:05:00
32,4/15/2020 14:27,2020-04-15 14:20:00
30,4/15/2020 14:37,2020-04-15 14:35:00
38,4/15/2020 14:57,2020-04-15 14:50:00
34,4/15/2020 15:07,2020-04-15 15:05:00
32,4/15/2020 15:27,2020-04-15 15:20:00
30,4/15/2020 15:37,2020-04-15 15:35:00
41,4/15/2020 15:57,2020-04-15 15:50:00
36,4/15/2020 16:07,2020-04-15 16:05:00
34,4/15/2020 16:27,2020-04-15 16:20:00
33,4/15/2020 16:37,2020-04-15 16:35:00
44,4/15/2020 16:57,2020-04-15 16:50:00
39,4/15/2020 17:07,2020-04-15 17:05:00
36,4/15/2020 17:28,2020-04-15 17:20:00
34,4/15/2020 17:38,2020-04-15 17:35:00
45,4/15/2020 17:58,2020-04-15 17:50:00
41,4/15/2020 18:08,2020-04-15 18:05:00
38,4/15/2020 18:28,2020-04-15 18:20:00
36,4/15/2020 18:38,2020-04-15 18:35:00
47,4/15/2020 18:58,2020-04-15 18:50:00
43,4/15/2020 19:08,2020-04-15 19:05:00
36,4/15/2020 19:28,2020-04-15 19:20:00
33,4/15/2020 19:38,2020-04-15 19:35:00
30,4/15/2020 19:58,2020-04-15 19:50:00
30,4/15/2020 20:08,2020-04-15 20:05:00
23,4/15/2020 20:28,2020-04-15 20:20:00
22,4/15/2020 20:38,2020-04-15 20:35:00
18,4/15/2020 20:58,2020-04-15 20:50:00
18,4/15/2020 21:08,2020-04-15 21:05:00
5,4/16/2020 6:08,2020-04-16 06:05:00
6,4/16/2020 6:29,2020-04-16 06:20:00
7,4/16/2020 6:39,2020-04-16 06:35:00
10,4/16/2020 6:59,2020-04-16 06:50:00
11,4/16/2020 7:09,2020-04-16 07:05:00
12,4/16/2020 7:29,2020-04-16 07:20:00
14,4/16/2020 7:39,2020-04-16 07:35:00
17,4/16/2020 7:59,2020-04-16 07:50:00
17,4/16/2020 8:09,2020-04-16 08:05:00
16,4/16/2020 8:29,2020-04-16 08:20:00
19,4/16/2020 8:39,2020-04-16 08:35:00
23,4/16/2020 8:59,2020-04-16 08:50:00
21,4/16/2020 9:09,2020-04-16 09:05:00
19,4/16/2020 9:29,2020-04-16 09:20:00
19,4/16/2020 9:39,2020-04-16 09:35:00
25,4/16/2020 9:59,2020-04-16 09:50:00
21,4/16/2020 10:09,2020-04-16 10:05:00
20,4/16/2020 10:29,2020-04-16 10:20:00
20,4/16/2020 10:39,2020-04-16 10:35:00
25,4/16/2020 10:59,2020-04-16 10:50:00
22,4/16/2020 11:09,2020-04-16 11:05:00
22,4/16/2020 11:29,2020-04-16 11:20:00
21,4/16/2020 11:40,2020-04-16 11:35:00
23,4/16/2020 11:50,2020-04-16 11:50:00
26,4/16/2020 12:10,2020-04-16 12:05:00
24,4/16/2020 12:20,2020-04-16 12:20:00
25,4/16/2020 12:40,2020-04-16 12:35:00
27,4/16/2020 12:50,2020-04-16 12:50:00
28,4/16/2020 13:10,2020-04-16 13:05:00
26,4/16/2020 13:20,2020-04-16 13:20:00
25,4/16/2020 13:40,2020-04-16 13:35:00
27,4/16/2020 13:50,2020-04-16 13:50:00
29,4/16/2020 14:10,2020-04-16 14:05:00
28,4/16/2020 14:20,2020-04-16 14:20:00
27,4/16/2020 14:40,2020-04-16 14:35:00
31,4/16/2020 14:50,2020-04-16 14:50:00
27,4/16/2020 15:10,2020-04-16 15:05:00
26,4/16/2020 15:20,2020-04-16 15:20:00
28,4/16/2020 15:41,2020-04-16 15:35:00
31,4/16/2020 15:51,2020-04-16 15:50:00
27,4/16/2020 16:11,2020-04-16 16:05:00
26,4/16/2020 16:21,2020-04-16 16:20:00
26,4/16/2020 16:41,2020-04-16 16:35:00
29,4/16/2020 16:51,2020-04-16 16:50:00
25,4/16/2020 17:11,2020-04-16 17:05:00
25,4/16/2020 17:21,2020-04-16 17:20:00
25,4/16/2020 17:41,2020-04-16 17:35:00
30,4/16/2020 17:51,2020-04-16 17:50:00
27,4/16/2020 18:11,2020-04-16 18:05:00
27,4/16/2020 18:21,2020-04-16 18:20:00
28,4/16/2020 18:41,2020-04-16 18:35:00
33,4/16/2020 18:51,2020-04-16 18:50:00
29,4/16/2020 19:12,2020-04-16 19:05:00
27,4/16/2020 19:22,2020-04-16 19:20:00
25,4/16/2020 19:42,2020-04-16 19:35:00
24,4/16/2020 19:52,2020-04-16 19:50:00
20,4/16/2020 20:12,2020-04-16 20:05:00
18,4/16/2020 20:22,2020-04-16 20:20:00
15,4/16/2020 20:42,2020-04-16 20:35:00
14,4/16/2020 20:52,2020-04-16 20:50:00
23,4/17/2020 10:05,2020-04-17 10:05:00
20,4/17/2020 10:26,2020-04-17 10:20:00
20,4/17/2020 10:36,2020-04-17 10:35:00
22,4/17/2020 10:56,2020-04-17 10:50:00
26,4/17/2020 11:06,2020-04-17 11:05:00
24,4/17/2020 11:26,2020-04-17 11:20:00
25,4/17/2020 11:36,2020-04-17 11:35:00
29,4/17/2020 11:56,2020-04-17 11:50:00
29,4/17/2020 12:06,2020-04-17 12:05:00
28,4/17/2020 12:26,2020-04-17 12:20:00
31,4/17/2020 12:36,2020-04-17 12:35:00
36,4/17/2020 12:56,2020-04-17 12:50:00
34,4/17/2020 13:06,2020-04-17 13:05:00
31,4/17/2020 13:26,2020-04-17 13:20:00
33,4/17/2020 13:36,2020-04-17 13:35:00
36,4/17/2020 13:56,2020-04-17 13:50:00
33,4/17/2020 14:07,2020-04-17 14:05:00
30,4/17/2020 14:27,2020-04-17 14:20:00
32,4/17/2020 14:37,2020-04-17 14:35:00
37,4/17/2020 14:57,2020-04-17 14:50:00
33,4/17/2020 15:07,2020-04-17 15:05:00
31,4/17/2020 15:27,2020-04-17 15:20:00
33,4/17/2020 15:37,2020-04-17 15:35:00
37,4/17/2020 15:57,2020-04-17 15:50:00
33,4/17/2020 16:07,2020-04-17 16:05:00
29,4/17/2020 16:27,2020-04-17 16:20:00
31,4/17/2020 16:37,2020-04-17 16:35:00
35,4/17/2020 16:57,2020-04-17 16:50:00
31,4/17/2020 17:07,2020-04-17 17:05:00
28,4/17/2020 17:27,2020-04-17 17:20:00
29,4/17/2020 17:37,2020-04-17 17:35:00
29,4/17/2020 17:57,2020-04-17 17:50:00
26,4/17/2020 18:08,2020-04-17 18:05:00
23,4/17/2020 18:28,2020-04-17 18:20:00
21,4/17/2020 18:38,2020-04-17 18:35:00
25,4/17/2020 18:58,2020-04-17 18:50:00
22,4/17/2020 19:08,2020-04-17 19:05:00
19,4/17/2020 19:28,2020-04-17 19:20:00
17,4/17/2020 19:38,2020-04-17 19:35:00
18,4/17/2020 19:58,2020-04-17 19:50:00
16,4/17/2020 20:08,2020-04-17 20:05:00
14,4/17/2020 20:28,2020-04-17 20:20:00
12,4/17/2020 20:38,2020-04-17 20:35:00
12,4/17/2020 20:58,2020-04-17 20:50:00
11,4/17/2020 21:08,2020-04-17 21:05:00
5,4/18/2020 6:08,2020-04-18 06:05:00
5,4/18/2020 6:28,2020-04-18 06:20:00
5,4/18/2020 6:38,2020-04-18 06:35:00
8,4/18/2020 6:59,2020-04-18 06:50:00
10,4/18/2020 7:09,2020-04-18 07:05:00
11,4/18/2020 7:29,2020-04-18 07:20:00
12,4/18/2020 7:39,2020-04-18 07:35:00
16,4/18/2020 7:59,2020-04-18 07:50:00
17,4/18/2020 8:09,2020-04-18 08:05:00
17,4/18/2020 8:29,2020-04-18 08:20:00
19,4/18/2020 8:39,2020-04-18 08:35:00
27,4/18/2020 8:59,2020-04-18 08:50:00
25,4/18/2020 9:09,2020-04-18 09:05:00
23,4/18/2020 9:29,2020-04-18 09:20:00
25,4/18/2020 9:39,2020-04-18 09:35:00
26,4/18/2020 9:59,2020-04-18 09:50:00
22,4/18/2020 10:09,2020-04-18 10:05:00
20,4/18/2020 10:29,2020-04-18 10:20:00
21,4/18/2020 10:39,2020-04-18 10:35:00
22,4/18/2020 10:59,2020-04-18 10:50:00
19,4/18/2020 11:09,2020-04-18 11:05:00
18,4/18/2020 11:29,2020-04-18 11:20:00
19,4/18/2020 11:39,2020-04-18 11:35:00
22,4/18/2020 11:50,2020-04-18 11:50:00
22,4/18/2020 12:10,2020-04-18 12:05:00
22,4/18/2020 12:20,2020-04-18 12:20:00
22,4/18/2020 12:40,2020-04-18 12:35:00
22,4/18/2020 12:50,2020-04-18 12:50:00
25,4/18/2020 13:10,2020-04-18 13:05:00
25,4/18/2020 13:20,2020-04-18 13:20:00
27,4/18/2020 13:40,2020-04-18 13:35:00
31,4/18/2020 13:50,2020-04-18 13:50:00
27,4/18/2020 14:10,2020-04-18 14:05:00
26,4/18/2020 14:20,2020-04-18 14:20:00
30,4/18/2020 14:40,2020-04-18 14:35:00
30,4/18/2020 14:50,2020-04-18 14:50:00
29,4/18/2020 15:10,2020-04-18 15:05:00
27,4/18/2020 15:20,2020-04-18 15:20:00
29,4/18/2020 15:40,2020-04-18 15:35:00
28,4/18/2020 15:50,2020-04-18 15:50:00
26,4/18/2020 16:10,2020-04-18 16:05:00
23,4/18/2020 16:21,2020-04-18 16:20:00
25,4/18/2020 16:41,2020-04-18 16:35:00
24,4/18/2020 16:51,2020-04-18 16:50:00
26,4/18/2020 17:11,2020-04-18 17:05:00
23,4/18/2020 17:21,2020-04-18 17:20:00
23,4/18/2020 17:41,2020-04-18 17:35:00
21,4/18/2020 17:51,2020-04-18 17:50:00
22,4/18/2020 18:11,2020-04-18 18:05:00
20,4/18/2020 18:21,2020-04-18 18:20:00
16,4/18/2020 18:41,2020-04-18 18:35:00
17,4/18/2020 18:51,2020-04-18 18:50:00
18,4/18/2020 19:11,2020-04-18 19:05:00
16,4/18/2020 19:21,2020-04-18 19:20:00
13,4/18/2020 19:41,2020-04-18 19:35:00
14,4/18/2020 19:51,2020-04-18 19:50:00
14,4/18/2020 20:11,2020-04-18 20:05:00
13,4/18/2020 20:22,2020-04-18 20:20:00
11,4/18/2020 20:42,2020-04-18 20:35:00
11,4/18/2020 20:52,2020-04-18 20:50:00
4,4/19/2020 6:02,2020-04-19 05:50:00
5,4/19/2020 6:12,2020-04-19 06:05:00
5,4/19/2020 6:22,2020-04-19 06:20:00
5,4/19/2020 6:42,2020-04-19 06:35:00
7,4/19/2020 6:52,2020-04-19 06:50:00
8,4/19/2020 7:12,2020-04-19 07:05:00
8,4/19/2020 7:22,2020-04-19 07:20:00
10,4/19/2020 7:42,2020-04-19 07:35:00
11,4/19/2020 7:52,2020-04-19 07:50:00
14,4/19/2020 8:12,2020-04-19 08:05:00
14,4/19/2020 8:22,2020-04-19 08:20:00
17,4/19/2020 8:42,2020-04-19 08:35:00
17,4/19/2020 8:52,2020-04-19 08:50:00
22,4/19/2020 9:12,2020-04-19 09:05:00
21,4/19/2020 9:22,2020-04-19 09:20:00
26,4/19/2020 9:42,2020-04-19 09:35:00
27,4/19/2020 9:52,2020-04-19 09:50:00
31,4/19/2020 10:12,2020-04-19 10:05:00
29,4/19/2020 10:22,2020-04-19 10:20:00
34,4/19/2020 10:42,2020-04-19 10:35:00
33,4/19/2020 10:52,2020-04-19 10:50:00
39,4/19/2020 11:13,2020-04-19 11:05:00
37,4/19/2020 11:23,2020-04-19 11:20:00
40,4/19/2020 11:43,2020-04-19 11:35:00
47,4/19/2020 11:53,2020-04-19 11:50:00
51,4/19/2020 12:13,2020-04-19 12:05:00
51,4/19/2020 12:23,2020-04-19 12:20:00
55,4/19/2020 12:43,2020-04-19 12:35:00
64,4/19/2020 12:53,2020-04-19 12:50:00
67,4/19/2020 13:13,2020-04-19 13:05:00
66,4/19/2020 13:23,2020-04-19 13:20:00
70,4/19/2020 13:43,2020-04-19 13:35:00
82,4/19/2020 13:53,2020-04-19 13:50:00
72,4/19/2020 14:13,2020-04-19 14:05:00
73,4/19/2020 14:23,2020-04-19 14:20:00
81,4/19/2020 14:43,2020-04-19 14:35:00
100,4/19/2020 14:53,2020-04-19 14:50:00
87,4/19/2020 15:13,2020-04-19 15:05:00
90,4/19/2020 15:23,2020-04-19 15:20:00
100,4/19/2020 15:44,2020-04-19 15:35:00
118,4/19/2020 15:54,2020-04-19 15:50:00
103,4/19/2020 16:14,2020-04-19 16:05:00
104,4/19/2020 16:24,2020-04-19 16:20:00
109,4/19/2020 16:44,2020-04-19 16:35:00
123,4/19/2020 16:54,2020-04-19 16:50:00
104,4/19/2020 17:14,2020-04-19 17:05:00
99,4/19/2020 17:24,2020-04-19 17:20:00
89,4/19/2020 17:44,2020-04-19 17:35:00
91,4/19/2020 17:54,2020-04-19 17:50:00
74,4/19/2020 18:14,2020-04-19 18:05:00
68,4/19/2020 18:24,2020-04-19 18:20:00
59,4/19/2020 18:44,2020-04-19 18:35:00
58,4/19/2020 18:54,2020-04-19 18:50:00
48,4/19/2020 19:14,2020-04-19 19:05:00
43,4/19/2020 19:25,2020-04-19 19:20:00
37,4/19/2020 19:35,2020-04-19 19:35:00
32,4/19/2020 19:55,2020-04-19 19:50:00
30,4/19/2020 20:05,2020-04-19 20:05:00
24,4/19/2020 20:25,2020-04-19 20:20:00
20,4/19/2020 20:35,2020-04-19 20:35:00
18,4/19/2020 20:55,2020-04-19 20:50:00
18,4/19/2020 21:05,2020-04-19 21:05:00
4,4/20/2020 6:08,2020-04-20 06:05:00
5,4/20/2020 6:28,2020-04-20 06:20:00
6,4/20/2020 6:38,2020-04-20 06:35:00
8,4/20/2020 6:58,2020-04-20 06:50:00
9,4/20/2020 7:08,2020-04-20 07:05:00
10,4/20/2020 7:28,2020-04-20 07:20:00
12,4/20/2020 7:38,2020-04-20 07:35:00
17,4/20/2020 7:58,2020-04-20 07:50:00
16,4/20/2020 8:08,2020-04-20 08:05:00
16,4/20/2020 8:28,2020-04-20 08:20:00
16,4/20/2020 8:38,2020-04-20 08:35:00
22,4/20/2020 8:59,2020-04-20 08:50:00
20,4/20/2020 9:09,2020-04-20 09:05:00
19,4/20/2020 9:29,2020-04-20 09:20:00
19,4/20/2020 9:39,2020-04-20 09:35:00
21,4/20/2020 9:59,2020-04-20 09:50:00
19,4/20/2020 10:09,2020-04-20 10:05:00
18,4/20/2020 10:29,2020-04-20 10:20:00
